"region","innvandringskategori","landbakgrunn","Personer 2013","Personer 2014","Personer 2015","Personer 2016","Personer 2017","Andel av befolkningen (prosent) 2013","Andel av befolkningen (prosent) 2014","Andel av befolkningen (prosent) 2015","Andel av befolkningen (prosent) 2016","Andel av befolkningen (prosent) 2017"
"0103 Fredrikstad (-1993)","Norskfødte med innvandrerforeldre","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0103 Fredrikstad (-1993)","Norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0103 Fredrikstad (-1993)","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0103 Fredrikstad (-1993)","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0103 Fredrikstad (-1993)","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0103 Fredrikstad (-1993)","Norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0103 Fredrikstad (-1993)","Norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0103 Fredrikstad (-1993)","Norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0103 Fredrikstad (-1993)","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0103 Fredrikstad (-1993)","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0104 Moss","Innvandrere og norskfødte med innvandrerforeldre","Danmark",196,191,201,193,191,0.63,0.61,0.63,0.60,0.59
"0104 Moss","Innvandrere og norskfødte med innvandrerforeldre","Grønland",3,3,3,3,3,0.01,0.01,0.01,0.01,0.01
"0104 Moss","Innvandrere og norskfødte med innvandrerforeldre","Finland",47,45,58,57,50,0.15,0.14,0.18,0.18,0.15
"0104 Moss","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",7,7,6,8,7,0.02,0.02,0.02,0.02,0.02
"0104 Moss","Innvandrere og norskfødte med innvandrerforeldre","Island",50,51,61,61,64,0.16,0.16,0.19,0.19,0.20
"0104 Moss","Innvandrere og norskfødte med innvandrerforeldre","Sverige",283,293,294,311,323,0.91,0.94,0.92,0.97,1.00
"0104 Moss","Innvandrere og norskfødte med innvandrerforeldre","Albania",9,8,14,20,28,0.03,0.03,0.04,0.06,0.09
"0104 Moss","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0104 Moss","Innvandrere og norskfødte med innvandrerforeldre","Belgia",3,3,3,5,6,0.01,0.01,0.01,0.02,0.02
"0104 Moss","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",86,88,99,105,100,0.28,0.28,0.31,0.33,0.31
"0104 Moss","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",15,20,24,25,29,0.05,0.06,0.08,0.08,0.09
"0104 Moss","Innvandrere og norskfødte med innvandrerforeldre","Estland",22,25,27,27,34,0.07,0.08,0.08,0.08,0.10
"0104 Moss","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",9,12,14,17,19,0.03,0.04,0.04,0.05,0.06
"0104 Moss","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0104 Moss","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0104 Moss","Innvandrere","Danmark",170,164,174,158,154,0.55,0.52,0.55,0.49,0.48
"0104 Moss","Innvandrere","Grønland",3,3,3,3,3,0.01,0.01,0.01,0.01,0.01
"0104 Moss","Innvandrere","Finland",46,44,57,55,48,0.15,0.14,0.18,0.17,0.15
"0104 Moss","Innvandrere","Færøyene",7,7,6,6,5,0.02,0.02,0.02,0.02,0.02
"0104 Moss","Innvandrere","Island",48,49,58,58,62,0.15,0.16,0.18,0.18,0.19
"0104 Moss","Innvandrere","Sverige",271,280,278,293,300,0.87,0.89,0.87,0.91,0.93
"0104 Moss","Innvandrere","Albania",5,4,10,15,22,0.02,0.01,0.03,0.05,0.07
"0104 Moss","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0104 Moss","Innvandrere","Belgia",0,3,3,5,6,0.00,0.01,0.01,0.02,0.02
"0104 Moss","Innvandrere","Bosnia-Hercegovina",65,67,75,79,73,0.21,0.21,0.24,0.25,0.23
"0104 Moss","Innvandrere","Bulgaria",14,19,22,23,26,0.05,0.06,0.07,0.07,0.08
"0104 Moss","Innvandrere","Estland",22,25,26,26,33,0.07,0.08,0.08,0.08,0.10
"0104 Moss","Innvandrere","Frankrike",8,11,13,14,15,0.03,0.04,0.04,0.04,0.05
"0104 Moss","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0104 Moss","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0104 Moss","Norskfødte med innvandrerforeldre","Danmark",26,27,27,35,37,0.08,0.09,0.08,0.11,0.11
"0104 Moss","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0104 Moss","Norskfødte med innvandrerforeldre","Finland",3,0,3,3,0,0.00,0.00,0.00,0.01,0.00
"0104 Moss","Norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,3,0.00,0.00,0.00,0.00,0.01
"0104 Moss","Norskfødte med innvandrerforeldre","Island",3,3,3,3,0,0.01,0.01,0.01,0.01,0.00
"0104 Moss","Norskfødte med innvandrerforeldre","Sverige",12,13,16,18,23,0.04,0.04,0.05,0.06,0.07
"0104 Moss","Norskfødte med innvandrerforeldre","Albania",4,4,4,5,6,0.01,0.01,0.01,0.02,0.02
"0104 Moss","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0104 Moss","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0104 Moss","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",21,21,24,26,27,0.07,0.07,0.08,0.08,0.08
"0104 Moss","Norskfødte med innvandrerforeldre","Bulgaria",0,0,3,3,3,0.00,0.00,0.01,0.01,0.01
"0104 Moss","Norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0104 Moss","Norskfødte med innvandrerforeldre","Frankrike",0,0,0,3,4,0.00,0.00,0.00,0.01,0.01
"0104 Moss","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0104 Moss","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0105 Sarpsborg","Innvandrere og norskfødte med innvandrerforeldre","Danmark",191,188,186,188,184,0.36,0.35,0.34,0.34,0.33
"0105 Sarpsborg","Innvandrere og norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0105 Sarpsborg","Innvandrere og norskfødte med innvandrerforeldre","Finland",44,46,41,44,37,0.08,0.09,0.08,0.08,0.07
"0105 Sarpsborg","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",11,13,14,14,15,0.02,0.02,0.03,0.03,0.03
"0105 Sarpsborg","Innvandrere og norskfødte med innvandrerforeldre","Island",63,72,61,73,74,0.12,0.13,0.11,0.13,0.13
"0105 Sarpsborg","Innvandrere og norskfødte med innvandrerforeldre","Sverige",431,439,444,471,463,0.80,0.81,0.82,0.86,0.84
"0105 Sarpsborg","Innvandrere og norskfødte med innvandrerforeldre","Albania",8,13,17,21,32,0.01,0.02,0.03,0.04,0.06
"0105 Sarpsborg","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0105 Sarpsborg","Innvandrere og norskfødte med innvandrerforeldre","Belgia",11,11,11,11,8,0.02,0.02,0.02,0.02,0.01
"0105 Sarpsborg","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",958,989,1015,1039,1043,1.78,1.83,1.87,1.90,1.89
"0105 Sarpsborg","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",37,51,56,56,61,0.07,0.09,0.10,0.10,0.11
"0105 Sarpsborg","Innvandrere og norskfødte med innvandrerforeldre","Estland",19,20,23,25,26,0.04,0.04,0.04,0.05,0.05
"0105 Sarpsborg","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",13,11,13,13,11,0.02,0.02,0.02,0.02,0.02
"0105 Sarpsborg","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0105 Sarpsborg","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0105 Sarpsborg","Innvandrere","Danmark",178,174,173,174,173,0.33,0.32,0.32,0.32,0.31
"0105 Sarpsborg","Innvandrere","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0105 Sarpsborg","Innvandrere","Finland",39,40,37,39,32,0.07,0.07,0.07,0.07,0.06
"0105 Sarpsborg","Innvandrere","Færøyene",7,7,7,7,7,0.01,0.01,0.01,0.01,0.01
"0105 Sarpsborg","Innvandrere","Island",60,68,59,68,69,0.11,0.13,0.11,0.12,0.13
"0105 Sarpsborg","Innvandrere","Sverige",403,405,410,429,419,0.75,0.75,0.76,0.78,0.76
"0105 Sarpsborg","Innvandrere","Albania",7,9,12,14,20,0.01,0.02,0.02,0.03,0.04
"0105 Sarpsborg","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0105 Sarpsborg","Innvandrere","Belgia",10,10,10,10,7,0.02,0.02,0.02,0.02,0.01
"0105 Sarpsborg","Innvandrere","Bosnia-Hercegovina",712,731,740,736,740,1.33,1.35,1.37,1.35,1.34
"0105 Sarpsborg","Innvandrere","Bulgaria",35,47,51,53,58,0.07,0.09,0.09,0.10,0.11
"0105 Sarpsborg","Innvandrere","Estland",19,20,22,24,25,0.04,0.04,0.04,0.04,0.05
"0105 Sarpsborg","Innvandrere","Frankrike",12,11,13,12,10,0.02,0.02,0.02,0.02,0.02
"0105 Sarpsborg","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0105 Sarpsborg","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0105 Sarpsborg","Norskfødte med innvandrerforeldre","Danmark",13,14,13,14,11,0.02,0.03,0.02,0.03,0.02
"0105 Sarpsborg","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0105 Sarpsborg","Norskfødte med innvandrerforeldre","Finland",5,6,4,5,5,0.01,0.01,0.01,0.01,0.01
"0105 Sarpsborg","Norskfødte med innvandrerforeldre","Færøyene",4,6,7,7,8,0.01,0.01,0.01,0.01,0.01
"0105 Sarpsborg","Norskfødte med innvandrerforeldre","Island",3,4,3,5,5,0.01,0.01,0.00,0.01,0.01
"0105 Sarpsborg","Norskfødte med innvandrerforeldre","Sverige",28,34,34,42,44,0.05,0.06,0.06,0.08,0.08
"0105 Sarpsborg","Norskfødte med innvandrerforeldre","Albania",0,4,5,7,12,0.00,0.01,0.01,0.01,0.02
"0105 Sarpsborg","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0105 Sarpsborg","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,3,0.00,0.00,0.00,0.00,0.00
"0105 Sarpsborg","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",246,258,275,303,303,0.46,0.48,0.51,0.55,0.55
"0105 Sarpsborg","Norskfødte med innvandrerforeldre","Bulgaria",3,4,5,3,3,0.00,0.01,0.01,0.01,0.01
"0105 Sarpsborg","Norskfødte med innvandrerforeldre","Estland",0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
"0105 Sarpsborg","Norskfødte med innvandrerforeldre","Frankrike",3,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0105 Sarpsborg","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0105 Sarpsborg","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0106 Fredrikstad","Innvandrere og norskfødte med innvandrerforeldre","Danmark",346,354,340,350,341,0.45,0.46,0.44,0.44,0.43
"0106 Fredrikstad","Innvandrere og norskfødte med innvandrerforeldre","Grønland",5,6,5,5,6,0.01,0.01,0.01,0.01,0.01
"0106 Fredrikstad","Innvandrere og norskfødte med innvandrerforeldre","Finland",90,84,88,90,101,0.12,0.11,0.11,0.11,0.13
"0106 Fredrikstad","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",5,4,5,4,4,0.01,0.01,0.01,0.01,0.00
"0106 Fredrikstad","Innvandrere og norskfødte med innvandrerforeldre","Island",133,153,165,175,186,0.17,0.20,0.21,0.22,0.23
"0106 Fredrikstad","Innvandrere og norskfødte med innvandrerforeldre","Sverige",648,655,672,684,714,0.84,0.84,0.86,0.87,0.89
"0106 Fredrikstad","Innvandrere og norskfødte med innvandrerforeldre","Albania",23,21,22,27,31,0.03,0.03,0.03,0.03,0.04
"0106 Fredrikstad","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0106 Fredrikstad","Innvandrere og norskfødte med innvandrerforeldre","Belgia",5,9,9,10,7,0.01,0.01,0.01,0.01,0.01
"0106 Fredrikstad","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",606,603,606,616,626,0.79,0.78,0.78,0.78,0.78
"0106 Fredrikstad","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",39,49,49,58,65,0.05,0.06,0.06,0.07,0.08
"0106 Fredrikstad","Innvandrere og norskfødte med innvandrerforeldre","Estland",55,60,62,64,72,0.07,0.08,0.08,0.08,0.09
"0106 Fredrikstad","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",33,32,26,26,26,0.04,0.04,0.03,0.03,0.03
"0106 Fredrikstad","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0106 Fredrikstad","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0106 Fredrikstad","Innvandrere","Danmark",333,337,325,329,321,0.43,0.43,0.42,0.42,0.40
"0106 Fredrikstad","Innvandrere","Grønland",5,6,5,5,5,0.01,0.01,0.01,0.01,0.01
"0106 Fredrikstad","Innvandrere","Finland",76,69,72,75,83,0.10,0.09,0.09,0.09,0.10
"0106 Fredrikstad","Innvandrere","Færøyene",5,4,5,4,4,0.01,0.01,0.01,0.01,0.00
"0106 Fredrikstad","Innvandrere","Island",125,144,152,160,170,0.16,0.19,0.19,0.20,0.21
"0106 Fredrikstad","Innvandrere","Sverige",607,617,630,630,654,0.79,0.80,0.81,0.80,0.82
"0106 Fredrikstad","Innvandrere","Albania",16,16,17,20,24,0.02,0.02,0.02,0.03,0.03
"0106 Fredrikstad","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0106 Fredrikstad","Innvandrere","Belgia",5,9,9,10,7,0.01,0.01,0.01,0.01,0.01
"0106 Fredrikstad","Innvandrere","Bosnia-Hercegovina",477,469,460,465,471,0.62,0.60,0.59,0.59,0.59
"0106 Fredrikstad","Innvandrere","Bulgaria",33,42,41,48,53,0.04,0.05,0.05,0.06,0.07
"0106 Fredrikstad","Innvandrere","Estland",51,55,57,58,62,0.07,0.07,0.07,0.07,0.08
"0106 Fredrikstad","Innvandrere","Frankrike",31,30,24,24,24,0.04,0.04,0.03,0.03,0.03
"0106 Fredrikstad","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0106 Fredrikstad","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0106 Fredrikstad","Norskfødte med innvandrerforeldre","Danmark",13,17,15,21,20,0.02,0.02,0.02,0.03,0.02
"0106 Fredrikstad","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,3,0.00,0.00,0.00,0.00,0.00
"0106 Fredrikstad","Norskfødte med innvandrerforeldre","Finland",14,15,16,15,18,0.02,0.02,0.02,0.02,0.02
"0106 Fredrikstad","Norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0106 Fredrikstad","Norskfødte med innvandrerforeldre","Island",8,9,13,15,16,0.01,0.01,0.02,0.02,0.02
"0106 Fredrikstad","Norskfødte med innvandrerforeldre","Sverige",41,38,42,54,60,0.05,0.05,0.05,0.07,0.07
"0106 Fredrikstad","Norskfødte med innvandrerforeldre","Albania",7,5,5,7,7,0.01,0.01,0.01,0.01,0.01
"0106 Fredrikstad","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0106 Fredrikstad","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0106 Fredrikstad","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",129,134,146,151,155,0.17,0.17,0.19,0.19,0.19
"0106 Fredrikstad","Norskfødte med innvandrerforeldre","Bulgaria",6,7,8,10,12,0.01,0.01,0.01,0.01,0.01
"0106 Fredrikstad","Norskfødte med innvandrerforeldre","Estland",4,5,5,6,10,0.01,0.01,0.01,0.01,0.01
"0106 Fredrikstad","Norskfødte med innvandrerforeldre","Frankrike",3,0,3,3,3,0.00,0.00,0.00,0.00,0.00
"0106 Fredrikstad","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0106 Fredrikstad","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Innvandrere og norskfødte med innvandrerforeldre","Danmark",15,15,15,21,19,0.35,0.34,0.33,0.47,0.42
"0111 Hvaler","Innvandrere og norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Innvandrere og norskfødte med innvandrerforeldre","Finland",4,4,4,3,5,0.09,0.09,0.09,0.07,0.11
"0111 Hvaler","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Innvandrere og norskfødte med innvandrerforeldre","Island",5,3,0,6,6,0.12,0.05,0.00,0.13,0.13
"0111 Hvaler","Innvandrere og norskfødte med innvandrerforeldre","Sverige",25,22,21,20,19,0.58,0.50,0.47,0.44,0.42
"0111 Hvaler","Innvandrere og norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Innvandrere og norskfødte med innvandrerforeldre","Belgia",0,0,0,0,3,0.00,0.00,0.00,0.00,0.04
"0111 Hvaler","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",3,0,3,0,3,0.02,0.00,0.02,0.00,0.02
"0111 Hvaler","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Innvandrere og norskfødte med innvandrerforeldre","Estland",0,0,0,3,0,0.00,0.00,0.00,0.02,0.00
"0111 Hvaler","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",3,3,4,3,3,0.07,0.07,0.09,0.04,0.04
"0111 Hvaler","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Innvandrere","Danmark",15,15,15,20,18,0.35,0.34,0.33,0.44,0.40
"0111 Hvaler","Innvandrere","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Innvandrere","Finland",4,4,4,3,5,0.09,0.09,0.09,0.07,0.11
"0111 Hvaler","Innvandrere","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Innvandrere","Island",4,0,0,5,5,0.09,0.00,0.00,0.11,0.11
"0111 Hvaler","Innvandrere","Sverige",24,21,20,19,18,0.56,0.48,0.45,0.42,0.40
"0111 Hvaler","Innvandrere","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Innvandrere","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Innvandrere","Bosnia-Hercegovina",3,0,0,0,0,0.02,0.00,0.00,0.00,0.00
"0111 Hvaler","Innvandrere","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Innvandrere","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Innvandrere","Frankrike",3,3,4,3,0,0.07,0.07,0.09,0.04,0.00
"0111 Hvaler","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Norskfødte med innvandrerforeldre","Danmark",0,0,0,3,0,0.00,0.00,0.00,0.02,0.00
"0111 Hvaler","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Norskfødte med innvandrerforeldre","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Norskfødte med innvandrerforeldre","Island",0,3,0,3,0,0.00,0.02,0.00,0.02,0.00
"0111 Hvaler","Norskfødte med innvandrerforeldre","Sverige",0,0,0,0,3,0.00,0.00,0.00,0.00,0.02
"0111 Hvaler","Norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0111 Hvaler","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere og norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere og norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere og norskfødte med innvandrerforeldre","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere og norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere og norskfødte med innvandrerforeldre","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere og norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere og norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere og norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"0113 Borge (-1993)","Norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
